destination,lead_time_days,nights,guests,channel,rate_usd,is_cancelled
Montego Bay,62,3,3,direct,266.75,1
Negril,72,5,2,agent,202.44,1
Montego Bay,112,2,1,direct,239.78,0
Montego Bay,12,8,2,direct,235.59,0
San Juan,65,6,1,expedia,163.57,0
Grand Cayman,30,5,2,expedia,286.17,0
Nassau,7,4,1,expedia,286.61,0
Bridgetown,57,3,2,booking,238.91,1
Negril,36,3,1,agent,149.75,0
San Juan,204,3,1,booking,212.45,0
Grand Cayman,22,4,2,agent,387.55,0
Castries,147,9,1,agent,279.26,0
Nassau,74,8,2,booking,318.46,1
Negril,49,3,1,booking,187.32,0
Nassau,89,2,2,booking,237.94,1
Aruba,24,5,3,direct,287.38,0
Punta Cana,51,2,3,expedia,158.02,0
Aruba,49,3,2,booking,233.03,0
Providenciales,127,7,1,booking,312.59,1
Punta Cana,68,5,1,expedia,121.89,0
Castries,3,4,4,booking,198.39,0
Grand Cayman,67,8,2,direct,369.84,0
Aruba,42,5,2,agent,265.66,0
Grand Cayman,62,3,2,booking,335.6,0
San Juan,58,7,2,booking,238.15,1
Nassau,66,3,1,booking,295.2,0
Punta Cana,83,6,1,booking,145.01,1
Providenciales,64,7,2,agent,373.74,1
Grand Cayman,22,6,1,booking,386.61,0
Montego Bay,42,5,1,expedia,241.94,0
Castries,73,2,2,booking,245.75,0
San Juan,99,4,2,booking,261.65,1
Grand Cayman,17,3,1,booking,379.64,0
Castries,86,1,1,expedia,303.18,1
San Juan,8,7,1,direct,241.71,0
San Juan,26,4,2,direct,201.18,0
Aruba,105,1,1,booking,244.27,1
Bridgetown,10,5,2,direct,257.71,0
Negril,58,5,1,booking,180.54,0
Aruba,40,5,1,direct,385.55,0
Grand Cayman,78,7,2,booking,365.88,1
Negril,82,5,2,agent,209.08,0
San Juan,11,2,2,direct,253.98,0
Nassau,66,6,3,booking,328.89,0
Montego Bay,11,5,1,direct,277.87,0
Negril,205,4,2,booking,209.23,1
Grand Cayman,57,9,2,booking,385.28,1
Aruba,50,5,1,booking,304.33,1
Montego Bay,41,3,1,agent,246.67,0
Castries,94,2,2,direct,259.41,0
Bridgetown,42,6,2,booking,286.01,0
Bridgetown,34,6,1,booking,320.62,1
Castries,71,1,2,booking,236.52,0
San Juan,54,2,3,direct,287.59,0
Bridgetown,7,8,1,booking,332.68,0
Punta Cana,131,4,2,booking,226.7,1
Castries,144,3,2,booking,295.48,1
Aruba,107,4,3,agent,341.72,0
Castries,47,5,2,booking,241.5,0
San Juan,95,7,1,booking,266.95,0
Bridgetown,8,3,4,booking,268.83,0
Negril,56,7,5,direct,199.45,0
Punta Cana,31,6,2,expedia,167.15,0
Grand Cayman,58,8,3,direct,450.03,0
Castries,86,4,1,booking,233.64,0
Grand Cayman,81,6,1,booking,503.26,0
Castries,7,4,2,booking,300.58,0
Providenciales,49,8,4,booking,317.53,0
Punta Cana,92,3,2,direct,222.32,0
Providenciales,38,4,2,booking,411.29,0
Providenciales,76,3,1,expedia,405.23,0
Punta Cana,123,7,3,expedia,198.33,1
Montego Bay,141,3,1,booking,223.1,0
Grand Cayman,11,9,1,agent,407.66,0
Negril,33,6,1,booking,215.4,0
Negril,38,5,2,expedia,210.21,1
San Juan,52,3,2,expedia,221.97,0
Negril,32,4,2,booking,238.12,0
Grand Cayman,90,6,2,direct,446.97,0
Grand Cayman,42,5,1,direct,331.47,0
Grand Cayman,33,6,1,direct,371.06,0
Montego Bay,22,2,3,booking,194.45,0
Providenciales,26,5,1,booking,367.76,0
Aruba,65,2,3,agent,313.89,0
Providenciales,38,6,2,direct,298.61,0
Providenciales,72,6,3,booking,340.34,0
Castries,47,5,2,booking,293.26,0
Nassau,126,5,2,agent,337.75,0
Montego Bay,19,2,3,direct,218.98,0
Punta Cana,45,7,1,booking,172.28,0
Grand Cayman,27,4,3,agent,347.53,0
Punta Cana,43,6,1,direct,144.56,0
Bridgetown,23,1,3,direct,290.42,0
San Juan,128,4,1,expedia,279.68,1
Grand Cayman,52,6,2,direct,389.23,0
San Juan,112,6,2,direct,253.39,0
Grand Cayman,83,5,1,booking,299.84,0
Bridgetown,42,7,3,expedia,293.35,1
San Juan,30,5,1,direct,180.57,0
Negril,21,4,1,booking,228.74,0
Nassau,12,4,3,expedia,248.09,0
Nassau,47,4,4,direct,249.16,0
Bridgetown,174,2,2,expedia,287.24,0
San Juan,196,1,1,agent,263.15,1
San Juan,150,3,2,expedia,247.27,1
Providenciales,182,7,1,direct,377.48,1
Castries,13,6,3,direct,243.09,0
Grand Cayman,28,6,1,expedia,332.92,1
Negril,128,4,2,agent,204.74,1
Montego Bay,73,8,2,expedia,189.75,0
Castries,20,5,1,direct,204.11,0
Aruba,60,3,1,booking,312.88,0
Grand Cayman,3,5,2,direct,291.56,0
San Juan,56,5,2,expedia,246.39,0
Negril,76,5,1,agent,209.81,0
Nassau,55,3,1,booking,294.98,0
Bridgetown,56,2,2,direct,292.62,0
Nassau,71,4,1,direct,322.09,0
Montego Bay,166,4,2,booking,234.39,1
San Juan,50,3,1,booking,249.83,0
Punta Cana,15,4,1,direct,177.95,0
San Juan,23,5,2,expedia,233.04,0
Castries,73,7,1,expedia,322.13,0
Negril,240,6,3,agent,144.07,1
Grand Cayman,50,4,2,direct,382.82,0
Bridgetown,27,1,2,agent,306.49,1
Negril,21,8,2,direct,182.26,0
Aruba,169,4,2,booking,318.56,0
Montego Bay,21,6,3,booking,166.28,1
Providenciales,57,5,1,direct,391.97,0
Castries,42,7,2,direct,282.79,0
Punta Cana,13,5,2,direct,188.86,0
Providenciales,38,2,3,booking,377.74,1
Nassau,3,3,4,direct,315.03,0
San Juan,19,6,2,booking,264.46,0
Providenciales,146,5,2,booking,358.49,0
Grand Cayman,17,5,1,booking,365.75,0
Punta Cana,62,6,2,booking,210.05,0
Montego Bay,31,7,1,booking,208.87,0
Montego Bay,60,5,3,direct,143.3,0
Grand Cayman,17,5,1,booking,380.6,0
Grand Cayman,69,5,1,direct,459.24,1
Negril,35,3,2,expedia,194.72,0
Providenciales,78,4,1,direct,423.95,0
Castries,82,5,1,direct,253.67,0
Negril,47,5,2,booking,153.61,1
Providenciales,28,3,1,direct,318.04,0
Nassau,53,5,3,booking,239.98,0
Providenciales,57,4,2,expedia,407.35,0
Negril,26,8,3,direct,204.54,0
Montego Bay,111,3,1,booking,250.17,1
Nassau,66,8,1,booking,361.63,1
San Juan,90,2,2,direct,315.77,0
Montego Bay,24,7,3,booking,154.81,0
Nassau,18,9,2,expedia,283.75,0
Aruba,19,5,2,expedia,333.6,1
Bridgetown,50,3,3,booking,301.76,0
Nassau,59,5,3,booking,296.93,0
Punta Cana,33,5,1,expedia,237.93,0
Nassau,154,2,2,expedia,318.18,1
Castries,54,6,3,agent,252.12,0
Punta Cana,19,2,2,booking,197.42,0
Negril,89,2,2,direct,240.69,0
San Juan,38,5,1,booking,230.14,0
Aruba,89,4,1,booking,312.2,0
Montego Bay,63,3,2,booking,196.69,0
Castries,36,7,3,agent,286.18,0
Castries,76,1,1,direct,266.03,0
Aruba,57,4,2,expedia,309.18,0
Punta Cana,21,3,3,booking,150.91,0
Aruba,35,7,1,booking,344.31,1
Grand Cayman,27,5,2,direct,353.38,0
Montego Bay,68,4,1,expedia,202.69,1
Bridgetown,25,6,1,booking,308.44,0
Montego Bay,100,3,3,expedia,277.11,0
Providenciales,75,4,1,direct,420.77,0
Castries,17,4,2,booking,155.8,1
Punta Cana,34,3,1,direct,306.63,1
Nassau,78,4,3,agent,340.79,0
Montego Bay,31,3,3,booking,281.93,1
Bridgetown,32,4,1,direct,237.66,0
Bridgetown,215,5,1,direct,249.87,1
Grand Cayman,44,3,3,direct,393.49,0
Bridgetown,142,5,1,agent,271.43,1
Castries,77,1,1,booking,260.59,0
Castries,44,3,2,booking,196.43,1
Punta Cana,77,5,3,booking,176.03,0
Nassau,33,4,1,agent,330.02,0
Punta Cana,22,4,1,booking,190.59,0
Bridgetown,69,7,3,direct,257.53,0
Bridgetown,48,5,1,expedia,251.48,1
Aruba,146,4,1,direct,355.71,0
Providenciales,30,5,3,expedia,395.15,0
San Juan,78,3,2,booking,253.03,0
Montego Bay,33,4,3,direct,206.16,0
Castries,39,6,2,booking,275.83,1
Grand Cayman,23,4,1,direct,420.97,0
San Juan,21,5,3,expedia,311.3,0
Grand Cayman,35,4,2,booking,358.86,0
Montego Bay,142,9,3,direct,265.13,0
Castries,116,3,3,expedia,346.56,1
Montego Bay,60,2,2,booking,248.43,0
Montego Bay,115,2,2,direct,188.15,0
Nassau,85,4,2,expedia,245.25,0
Montego Bay,113,4,2,direct,197.98,0
Nassau,73,4,3,booking,267.19,0
Punta Cana,76,4,3,booking,196.69,0
Aruba,90,3,1,expedia,262.92,0
Providenciales,21,3,4,agent,390.65,0
Negril,58,3,2,booking,219.91,0
Montego Bay,46,2,3,booking,172.49,0
Negril,151,6,1,booking,238.67,1
Negril,97,5,1,direct,205.88,1
Montego Bay,40,8,1,direct,205.78,0
Punta Cana,147,6,1,expedia,186.8,0
Castries,131,4,1,agent,295.28,0
San Juan,28,6,2,expedia,262.47,0
San Juan,66,5,1,booking,220.87,1
Bridgetown,49,5,2,expedia,244.12,1
Montego Bay,43,6,3,booking,210.89,0
Nassau,104,5,3,agent,339.59,0
Providenciales,30,6,2,booking,358.4,1
Negril,16,8,2,agent,243.28,0
Aruba,10,5,1,booking,281.9,1
Punta Cana,21,2,3,booking,183.49,0
Aruba,59,1,3,agent,381.73,0
Punta Cana,16,7,2,direct,254.96,0
Montego Bay,30,6,4,direct,177.54,0
Montego Bay,30,7,1,booking,144.89,1
Aruba,70,3,3,booking,353.24,0
Montego Bay,155,6,1,booking,219.08,0
Castries,36,2,2,agent,243.46,0
Grand Cayman,91,5,1,booking,401.67,1
Aruba,132,2,1,agent,350.64,1
Negril,43,5,2,booking,138.23,1
Nassau,36,3,4,booking,297.78,0
Nassau,46,5,1,booking,330.08,0
Nassau,67,4,1,expedia,315.61,1
Montego Bay,40,3,1,direct,226.51,0
Grand Cayman,57,3,2,agent,399.36,0
San Juan,95,7,3,booking,249.37,1
Grand Cayman,74,1,1,booking,348.88,0
San Juan,55,5,3,booking,246.97,0
Castries,120,5,3,direct,281.46,0
Bridgetown,62,3,1,booking,278.74,0
Bridgetown,143,8,1,agent,239.11,0
Negril,68,5,2,booking,257.72,1
Aruba,32,2,2,direct,351.27,0
Nassau,88,4,1,booking,269.34,0
Negril,16,2,3,booking,229.81,0
Punta Cana,62,5,1,direct,196.33,0
Montego Bay,42,9,1,booking,243.43,0
Montego Bay,101,2,3,expedia,178.79,0
Punta Cana,28,1,1,direct,167.77,0
Negril,63,1,2,agent,228.33,0
Negril,24,3,1,agent,169.51,0
Bridgetown,53,3,1,direct,274.98,0
Grand Cayman,32,5,1,direct,433.81,0
Punta Cana,98,6,2,booking,120.95,1
Punta Cana,13,3,3,agent,216.51,0
Castries,40,6,2,booking,290.75,1
Montego Bay,93,6,1,expedia,196.69,0
Aruba,81,6,1,booking,306.2,1
Castries,51,5,3,booking,270.03,1
Grand Cayman,56,5,1,booking,404.31,0
Providenciales,107,5,3,agent,352.96,0
Providenciales,109,1,2,expedia,356.08,0
Punta Cana,80,6,2,expedia,173.98,1
Nassau,141,6,2,direct,350.64,0
Punta Cana,47,4,2,booking,222.94,1
San Juan,25,7,1,direct,233.8,0
Nassau,85,5,1,expedia,313.36,0
Montego Bay,38,4,1,agent,278.48,0
Nassau,20,6,2,booking,305.21,0
Nassau,56,6,1,expedia,312.96,0
Punta Cana,20,4,2,expedia,207.42,0
Bridgetown,31,1,1,agent,219.61,0
Nassau,26,4,4,direct,340.25,0
Providenciales,23,6,1,agent,373.75,0
San Juan,48,4,3,agent,239.96,0
Castries,69,3,3,booking,270.36,0
Grand Cayman,55,7,1,booking,373.91,0
Nassau,29,3,2,expedia,278.64,0
Providenciales,8,7,3,booking,323.81,1
Bridgetown,43,4,2,direct,406.63,0
Grand Cayman,34,7,2,booking,379.18,0
Castries,49,6,2,agent,303.37,0
Nassau,116,7,3,booking,317.7,1
Negril,133,4,2,direct,136.9,0
San Juan,111,5,2,direct,198.42,0
Montego Bay,108,4,3,expedia,308.92,1
Montego Bay,23,7,2,direct,282.54,0
Aruba,33,4,3,booking,292.04,1
Grand Cayman,16,6,3,direct,360.01,0
Grand Cayman,77,2,2,expedia,306.85,1
Aruba,30,7,1,expedia,375.54,1
Montego Bay,9,3,2,booking,162.7,0
Montego Bay,109,3,5,booking,243.07,0
Castries,115,3,2,booking,277.76,1
Montego Bay,30,9,3,direct,268.11,0
Providenciales,5,7,2,direct,450.36,0
Grand Cayman,185,1,1,expedia,382.54,1
Providenciales,89,6,1,direct,310.65,0
Grand Cayman,29,3,3,direct,366.1,0
Bridgetown,34,5,2,direct,308.39,0
Negril,100,5,1,booking,111.14,1
Nassau,27,2,1,booking,286.66,0
Bridgetown,104,4,1,agent,344.29,0
San Juan,59,4,1,direct,202.4,0
Providenciales,76,6,3,agent,323.67,0
Aruba,50,1,2,agent,302.67,0
Nassau,49,6,4,booking,299.58,0
Aruba,141,1,1,booking,288.55,1
Grand Cayman,42,6,2,booking,416.1,0
San Juan,126,5,3,booking,197.89,0
Nassau,53,8,1,booking,264.44,0
Bridgetown,25,2,1,booking,267.37,0
Castries,26,3,2,booking,240.3,1
Punta Cana,18,5,2,expedia,142.03,0
San Juan,88,3,2,direct,201.66,0
Montego Bay,80,4,4,agent,156.17,0
Castries,49,3,2,expedia,298.26,0
Punta Cana,49,4,1,booking,155.1,1
Providenciales,103,4,1,expedia,457.05,1
Punta Cana,76,4,3,booking,230.96,0
Punta Cana,22,7,1,direct,247.04,0
Negril,141,6,2,expedia,215.82,1
Grand Cayman,28,7,1,direct,357.66,0
Bridgetown,70,3,1,direct,220.41,0
Negril,27,4,1,agent,233.67,0
Providenciales,41,2,2,expedia,360.63,0
Castries,44,2,3,expedia,338.27,0
Providenciales,1,7,2,booking,335.55,0
Negril,91,4,2,expedia,230.54,1
Bridgetown,37,5,2,direct,290.02,0
Negril,28,2,4,direct,137.57,0
Bridgetown,37,6,4,direct,279.42,0
Castries,71,4,2,booking,294.73,0
Punta Cana,131,5,4,direct,185.54,0
Montego Bay,12,4,2,direct,165.88,0
Aruba,41,6,1,agent,266.49,0
Grand Cayman,3,4,2,expedia,398.57,0
Providenciales,62,4,1,direct,285.14,0
Negril,23,6,2,direct,181.87,0
Aruba,49,5,1,direct,392.24,0
Montego Bay,50,5,3,expedia,272.61,0
Aruba,0,3,1,booking,291.77,0
Castries,48,3,1,expedia,251.41,0
Aruba,16,6,2,booking,311.06,0
Punta Cana,26,8,1,booking,205.14,0
Montego Bay,105,4,2,direct,265.08,0
Nassau,56,3,3,booking,239.82,0
Montego Bay,119,1,1,booking,160.86,0
Bridgetown,209,6,1,direct,334.38,0
Bridgetown,10,5,1,direct,281.99,0
San Juan,75,4,1,expedia,285.63,0
Punta Cana,49,2,3,agent,200.09,0
Nassau,30,4,2,direct,302.28,0
San Juan,103,2,3,agent,253.06,0
Aruba,33,5,2,direct,342.28,0
San Juan,30,1,1,expedia,241.77,1
Negril,236,5,3,agent,210.57,0
Montego Bay,41,4,2,expedia,287.4,1
San Juan,22,8,2,expedia,266.17,0
Punta Cana,54,4,1,expedia,80,0
Punta Cana,77,5,1,agent,158.86,0
San Juan,53,6,3,booking,308.07,1
Negril,8,6,1,direct,128.43,0
Negril,19,5,2,booking,273.55,1
Bridgetown,45,2,4,booking,343.34,0
San Juan,34,6,1,booking,185.71,0
San Juan,17,8,2,expedia,270.2,0
Nassau,77,7,1,expedia,301.84,0
Nassau,95,7,2,booking,264.34,0
Castries,16,2,4,direct,274.23,0
Castries,33,2,1,direct,351.37,1
Negril,151,4,1,direct,128.24,0
San Juan,80,6,1,booking,227.95,0
Grand Cayman,30,5,1,booking,394.78,1
Punta Cana,35,8,1,expedia,243.9,0
Grand Cayman,98,6,1,booking,347.18,0
Grand Cayman,57,3,2,booking,275.49,0
San Juan,19,5,1,expedia,235.03,1
Negril,56,5,1,expedia,224.82,0
Grand Cayman,114,5,2,booking,492.67,1
Bridgetown,53,3,3,agent,284.71,1
Castries,26,7,2,expedia,310.48,0
Punta Cana,30,7,2,direct,225.61,0
Providenciales,68,1,1,direct,417.27,0
Punta Cana,43,6,2,agent,132.11,0
Aruba,49,6,1,expedia,259.63,0
Punta Cana,26,1,2,expedia,232.18,1
Montego Bay,40,3,1,booking,243.86,0
Providenciales,68,3,1,direct,378.28,0
Bridgetown,146,4,2,booking,236.77,0
Punta Cana,81,6,2,direct,171.72,0
Montego Bay,58,5,2,booking,181.33,0
Negril,29,2,3,direct,161.86,0
San Juan,3,3,2,booking,181.3,1
Montego Bay,96,3,2,booking,242.47,0
Grand Cayman,36,3,2,expedia,397.5,0
Montego Bay,37,4,1,direct,240.52,0
Negril,10,5,4,expedia,185.27,0
Bridgetown,51,7,4,booking,275.51,0
San Juan,23,5,2,booking,340.32,1
Negril,24,3,1,booking,211.59,1
Negril,33,2,2,direct,191.37,0
Montego Bay,34,8,1,expedia,155.94,0
Negril,180,6,1,direct,250.99,0
Negril,48,5,1,direct,159.57,0
Providenciales,56,4,3,expedia,331.2,0
Punta Cana,58,4,2,direct,200.99,0
Grand Cayman,29,4,4,booking,404.91,0
San Juan,71,6,3,expedia,169.69,1
Grand Cayman,51,7,3,booking,382.42,0
Aruba,17,7,2,direct,327.45,0
San Juan,46,5,3,expedia,158.22,1
Punta Cana,74,5,1,direct,188.72,1
Castries,11,5,2,direct,226.85,0
Bridgetown,39,5,2,expedia,291.35,0
Nassau,81,2,1,booking,331.38,0
Punta Cana,42,3,3,expedia,221.56,1
Castries,63,3,3,booking,262.8,1
Providenciales,168,4,2,direct,361.9,0
Bridgetown,69,6,2,direct,265.81,0
San Juan,30,3,1,booking,243.94,0
Montego Bay,16,4,1,direct,219.85,0
Montego Bay,123,5,1,booking,230.34,1
San Juan,46,4,2,booking,217.49,0
Punta Cana,160,5,1,booking,158.45,1
Providenciales,71,4,1,expedia,387.58,0
Castries,50,1,1,booking,196.14,0
Aruba,82,6,2,booking,401.86,0
Grand Cayman,8,5,3,booking,324.6,0
San Juan,8,5,1,direct,250.99,0
San Juan,60,5,1,expedia,210.66,0
Nassau,36,5,4,expedia,296.86,0
Bridgetown,70,3,2,booking,232.36,0
Providenciales,71,5,2,direct,355.88,0
Bridgetown,17,4,1,expedia,250.28,1
Castries,84,1,3,agent,331.34,0
Nassau,17,6,3,booking,305.14,0
Punta Cana,52,3,1,booking,215.37,0
San Juan,39,3,1,agent,177.97,0
San Juan,136,4,3,booking,258.35,1
Castries,40,5,2,booking,309.4,1
Nassau,19,2,1,booking,306.59,1
Providenciales,11,4,2,booking,325.57,0
Bridgetown,123,6,1,direct,338.46,0
Nassau,82,3,1,expedia,217.96,0
San Juan,56,8,2,booking,122.72,1
Castries,92,5,3,booking,189.84,1
Nassau,114,2,1,booking,262.16,1
Punta Cana,49,4,1,direct,217.2,0
Negril,30,4,2,expedia,241.16,0
Grand Cayman,41,4,2,booking,418.72,0
Providenciales,33,7,1,direct,394.36,0
Punta Cana,13,5,1,direct,221.06,0
Castries,72,6,4,agent,254.96,0
Bridgetown,11,5,5,booking,267.88,1
Nassau,87,4,1,expedia,291.32,0
Bridgetown,140,4,3,direct,236.49,0
San Juan,43,8,1,booking,161.92,0
Montego Bay,96,5,2,expedia,268.72,1
Aruba,18,4,1,booking,330.77,0
Negril,112,4,1,agent,154.03,1
Providenciales,20,2,3,booking,352.56,0
Providenciales,17,4,1,booking,373.93,1
Nassau,70,7,2,direct,304.6,0
Punta Cana,117,5,2,direct,80.31,0
Aruba,109,3,2,agent,313.76,1
Negril,35,8,1,booking,151.89,0
Providenciales,122,3,1,booking,372.88,1
Grand Cayman,65,5,3,direct,419.74,0
Bridgetown,15,4,1,direct,260.3,0
Providenciales,117,2,2,expedia,294.55,0
Aruba,26,7,1,expedia,290.69,0
Grand Cayman,13,7,1,booking,456.15,0
Bridgetown,179,1,1,direct,330.7,0
Grand Cayman,63,2,2,direct,401.38,0
Aruba,57,2,2,agent,290.4,0
Castries,49,8,1,expedia,251.84,0
Negril,19,2,3,booking,228.12,0
Montego Bay,108,2,1,booking,137.5,0
Montego Bay,58,5,2,booking,167.07,0
Montego Bay,60,3,1,expedia,242.3,0
Nassau,76,4,1,booking,337.01,1
Punta Cana,85,3,2,expedia,185.11,1
Castries,45,7,2,booking,277.03,0
Grand Cayman,18,6,1,direct,339.82,0
Grand Cayman,65,5,3,direct,420.64,0
Montego Bay,127,6,2,direct,152.68,0
Providenciales,23,5,1,direct,344.22,0
Punta Cana,65,4,1,booking,122.82,0
Grand Cayman,67,6,2,booking,401.68,0
Bridgetown,22,5,3,direct,221.12,0
Bridgetown,33,1,3,direct,282.8,0
Providenciales,29,6,2,booking,384.34,0
Punta Cana,19,6,2,booking,112.2,0
Aruba,39,5,1,direct,365.84,0
Montego Bay,45,8,1,booking,198.31,1
Providenciales,22,3,1,booking,422.03,0
Castries,40,3,2,booking,264.42,0
San Juan,19,4,3,direct,177.59,0
Castries,26,6,2,direct,213.37,0
Bridgetown,8,4,3,booking,260.25,0
San Juan,11,1,1,direct,250.66,0
San Juan,12,5,3,direct,244.8,0
San Juan,81,3,1,booking,232.05,0
Providenciales,46,5,2,direct,366.62,0
Nassau,120,2,2,booking,355.12,1
Castries,111,3,4,expedia,306.6,1
Castries,125,7,3,direct,239.78,1
Grand Cayman,42,5,2,booking,349.77,0
Aruba,49,5,3,booking,336.15,0
Nassau,91,6,2,booking,318.35,1
San Juan,144,4,1,booking,300.39,1
Grand Cayman,20,5,1,booking,340.82,0
Castries,19,3,1,agent,276.14,1
Aruba,92,4,1,expedia,266.33,0
Negril,79,3,2,agent,134.56,0
Providenciales,23,8,1,expedia,393.66,0
Grand Cayman,74,4,2,booking,360.57,0
San Juan,77,7,4,booking,269.13,0
Aruba,57,3,1,expedia,308.03,0
Providenciales,8,6,2,direct,327.55,1
Montego Bay,30,4,3,booking,180.03,0
Negril,89,4,2,expedia,187.49,0
Nassau,72,1,2,direct,282.35,0
Grand Cayman,38,4,3,booking,396.07,0
Providenciales,29,2,1,agent,366.25,0
Castries,65,2,2,direct,335.51,0
Castries,68,8,1,booking,263.04,1
Aruba,39,8,1,booking,283.33,0
Negril,103,2,1,booking,260.44,1
Grand Cayman,15,4,2,expedia,445.97,0
Aruba,46,6,1,direct,326.7,0
San Juan,15,9,2,booking,219.63,0
Bridgetown,37,2,3,expedia,339.73,0
San Juan,123,6,3,expedia,236.31,0
Montego Bay,43,5,1,direct,243.23,0
Montego Bay,101,8,1,booking,147.97,0
Punta Cana,28,2,3,booking,155.57,1
Grand Cayman,18,4,2,direct,327.07,0
Punta Cana,54,1,1,expedia,142.98,0
Negril,101,4,1,booking,177.75,1
Punta Cana,40,9,2,booking,129.81,0
Aruba,112,1,1,direct,351.36,0
Grand Cayman,34,5,2,expedia,378.2,0
San Juan,51,4,1,booking,195.75,0
Punta Cana,43,6,3,direct,109.82,0
Castries,60,6,2,booking,258.06,0
Aruba,248,6,1,booking,297.77,0
Nassau,42,6,1,agent,325.86,0
Aruba,88,5,1,booking,277.53,0
Punta Cana,32,3,3,expedia,135.9,0
Grand Cayman,78,6,1,booking,371.05,0
Bridgetown,42,4,3,agent,273.2,0
Nassau,64,3,3,direct,269.21,0
Aruba,179,5,1,direct,267.9,1
Grand Cayman,135,10,1,booking,397.89,1
Nassau,46,6,2,booking,286.59,0
Nassau,46,8,1,expedia,302.71,0
Montego Bay,22,2,1,booking,207.13,0
Montego Bay,20,4,3,expedia,217.77,1
Castries,66,4,3,booking,219.99,0
Punta Cana,8,4,3,booking,163.18,0
Providenciales,30,4,1,expedia,368.51,1
Grand Cayman,19,8,1,booking,322.61,0
Castries,4,2,2,booking,295.18,0
Punta Cana,54,6,4,booking,213.94,0
Grand Cayman,16,5,3,booking,381.69,1
Castries,225,6,1,direct,196.93,0
Negril,132,7,3,booking,233.63,1
Bridgetown,30,2,3,booking,327.96,0
Negril,128,5,1,booking,168.17,1
San Juan,38,5,3,expedia,263.7,0
Providenciales,22,6,1,direct,389.77,1
Punta Cana,121,5,2,direct,214.59,1
Nassau,29,5,1,expedia,257.97,0
Aruba,70,4,3,agent,301.31,0
Aruba,36,11,1,booking,400.97,0
Bridgetown,26,7,1,agent,330.44,0
Negril,42,3,1,booking,130.64,0
Bridgetown,115,2,2,direct,282.31,1
Punta Cana,10,2,2,expedia,227.6,0
Castries,11,5,1,booking,256.53,0
Negril,110,2,1,agent,136.4,0
Negril,70,6,1,booking,220.47,0
Negril,123,8,1,booking,255.69,1
San Juan,15,1,2,expedia,233.08,0
Bridgetown,66,3,3,booking,322.59,0
Nassau,13,3,1,booking,257.38,0
Grand Cayman,44,5,2,direct,297.6,0
San Juan,102,4,1,direct,282.91,0
Providenciales,73,4,3,expedia,308.39,0
Bridgetown,20,5,2,direct,293.77,0
Castries,40,3,1,booking,283.53,1
Grand Cayman,60,4,2,booking,400.52,0
Nassau,74,7,1,agent,285.7,0
Aruba,36,1,1,direct,326.91,0
Castries,61,3,2,booking,284.34,0
Castries,232,7,2,direct,238.26,0
Bridgetown,6,6,1,expedia,217.1,1
Bridgetown,88,3,2,expedia,241.73,0
Aruba,83,3,2,booking,366.23,0
Nassau,15,3,2,expedia,316.24,0
Aruba,17,1,2,booking,270.07,0
Castries,17,7,1,booking,266.62,0
Castries,50,8,2,agent,284.85,0
Montego Bay,119,4,3,direct,164.63,0
Nassau,68,2,2,booking,255.93,0
Montego Bay,54,1,2,direct,204.17,1
Grand Cayman,109,6,3,booking,374.02,0
Montego Bay,20,1,4,direct,236.19,0
Montego Bay,82,3,2,booking,256.96,0
Negril,106,2,2,booking,96.92,1
Bridgetown,106,5,1,booking,255.11,1
Aruba,51,4,3,expedia,327.61,0
Grand Cayman,73,3,1,direct,393.84,0
Castries,71,4,1,direct,222.22,0
Punta Cana,128,4,3,direct,245.55,0
Punta Cana,64,4,3,booking,123.26,1
Grand Cayman,19,4,3,booking,319.73,1
San Juan,57,2,1,booking,260.11,0
Negril,5,5,1,direct,170.85,0
Punta Cana,189,8,1,booking,140.82,1
Providenciales,122,4,3,booking,373.15,1
Aruba,54,5,1,direct,233.95,0
Grand Cayman,56,10,2,booking,376.42,0
Negril,19,4,1,direct,213.51,0
Montego Bay,109,4,2,expedia,176.85,0
Castries,32,2,2,booking,264.49,0
Aruba,15,7,1,direct,360.49,0
Bridgetown,56,7,2,direct,203.82,0
Castries,80,5,1,booking,280.92,0
Providenciales,22,8,2,booking,423.19,0
Providenciales,26,4,1,booking,403.54,0
Nassau,66,5,2,booking,339.95,0
Grand Cayman,218,7,1,direct,415.58,0
Negril,26,3,2,agent,196.91,0
Negril,14,4,3,booking,189.1,0
Providenciales,9,5,3,direct,320.79,0
Negril,43,7,1,booking,179.37,1
Castries,67,5,1,agent,257.72,0
Montego Bay,50,3,2,direct,157.29,0
Grand Cayman,62,2,3,expedia,299.94,0
Grand Cayman,86,4,2,booking,418.98,0
Punta Cana,60,7,2,booking,146.61,0
San Juan,96,5,1,agent,246.03,1
Montego Bay,71,4,3,booking,217.04,0
Bridgetown,13,5,1,direct,286.71,1
Bridgetown,24,5,2,direct,338.09,0
Providenciales,36,1,1,direct,372.29,1
Bridgetown,99,8,1,booking,318.46,1
Punta Cana,1,3,1,agent,197.34,0
Bridgetown,49,3,3,direct,271.76,0
Punta Cana,38,4,3,booking,187.47,0
Aruba,88,6,1,booking,385.99,0
Bridgetown,49,8,1,booking,245.18,1
Montego Bay,70,2,3,expedia,192.99,0
Providenciales,41,4,3,agent,447.13,0
Aruba,94,4,3,direct,336.49,0
Castries,18,4,2,direct,275.11,0
