date,parish,reason,visits
2024-12-04,Saint Andrew,hypertension,13
2024-12-04,Saint Andrew,diabetes,16
2024-12-04,Saint Andrew,prenatal,12
2024-12-04,Saint Andrew,injury,7
2024-12-04,Saint Catherine,dengue_suspect,1
2024-12-04,Saint Catherine,hypertension,18
2024-12-04,Saint Catherine,diabetes,14
2024-12-04,Saint Catherine,prenatal,11
2024-12-04,Saint Catherine,injury,13
2024-12-04,Saint James,dengue_suspect,1
2024-12-04,Saint James,hypertension,19
2024-12-04,Saint James,diabetes,15
2024-12-04,Saint James,prenatal,7
2024-12-04,Saint James,injury,9
2024-12-04,Kingston,dengue_suspect,4
2024-12-04,Kingston,hypertension,18
2024-12-04,Kingston,diabetes,10
2024-12-04,Kingston,prenatal,9
2024-12-04,Kingston,injury,9
2024-12-04,Manchester,dengue_suspect,1
2024-12-04,Manchester,hypertension,19
2024-12-04,Manchester,diabetes,14
2024-12-04,Manchester,prenatal,10
2024-12-04,Manchester,injury,11
2024-12-05,Saint Andrew,dengue_suspect,1
2024-12-05,Saint Andrew,hypertension,13
2024-12-05,Saint Andrew,diabetes,20
2024-12-05,Saint Andrew,prenatal,7
2024-12-05,Saint Andrew,injury,11
2024-12-05,Saint Catherine,dengue_suspect,3
2024-12-05,Saint Catherine,hypertension,18
2024-12-05,Saint Catherine,diabetes,11
2024-12-05,Saint Catherine,prenatal,4
2024-12-05,Saint Catherine,injury,7
2024-12-05,Saint James,dengue_suspect,0
2024-12-05,Saint James,hypertension,14
2024-12-05,Saint James,diabetes,12
2024-12-05,Saint James,prenatal,10
2024-12-05,Saint James,injury,4
2024-12-05,Kingston,dengue_suspect,3
2024-12-05,Kingston,hypertension,19
2024-12-05,Kingston,diabetes,14
2024-12-05,Kingston,prenatal,8
2024-12-05,Kingston,injury,4
2024-12-05,Manchester,dengue_suspect,0
2024-12-05,Manchester,hypertension,12
2024-12-05,Manchester,diabetes,16
2024-12-05,Manchester,prenatal,10
2024-12-05,Manchester,injury,5
2024-12-06,Saint Andrew,dengue_suspect,4
2024-12-06,Saint Andrew,hypertension,12
2024-12-06,Saint Andrew,diabetes,12
2024-12-06,Saint Andrew,prenatal,4
2024-12-06,Saint Andrew,injury,10
2024-12-06,Saint Catherine,dengue_suspect,3
2024-12-06,Saint Catherine,hypertension,20
2024-12-06,Saint Catherine,diabetes,14
2024-12-06,Saint Catherine,prenatal,5
2024-12-06,Saint Catherine,injury,10
2024-12-06,Saint James,dengue_suspect,2
2024-12-06,Saint James,hypertension,22
2024-12-06,Saint James,diabetes,13
2024-12-06,Saint James,prenatal,9
2024-12-06,Saint James,injury,11
2024-12-06,Kingston,dengue_suspect,3
2024-12-06,Kingston,hypertension,22
2024-12-06,Kingston,diabetes,20
2024-12-06,Kingston,prenatal,6
2024-12-06,Kingston,injury,9
2024-12-06,Manchester,dengue_suspect,2
2024-12-06,Manchester,hypertension,22
2024-12-06,Manchester,diabetes,14
2024-12-06,Manchester,prenatal,7
2024-12-06,Manchester,injury,8
2024-12-07,Saint Andrew,dengue_suspect,2
2024-12-07,Saint Andrew,hypertension,22
2024-12-07,Saint Andrew,diabetes,17
2024-12-07,Saint Andrew,prenatal,16
2024-12-07,Saint Andrew,injury,11
2024-12-07,Saint Catherine,dengue_suspect,1
2024-12-07,Saint Catherine,hypertension,20
2024-12-07,Saint Catherine,diabetes,18
2024-12-07,Saint Catherine,prenatal,10
2024-12-07,Saint Catherine,injury,8
2024-12-07,Saint James,dengue_suspect,2
2024-12-07,Saint James,hypertension,18
2024-12-07,Saint James,diabetes,14
2024-12-07,Saint James,prenatal,5
2024-12-07,Saint James,injury,11
2024-12-07,Kingston,dengue_suspect,1
2024-12-07,Kingston,hypertension,17
2024-12-07,Kingston,diabetes,10
2024-12-07,Kingston,prenatal,4
2024-12-07,Kingston,injury,14
2024-12-07,Manchester,dengue_suspect,0
2024-12-07,Manchester,hypertension,17
2024-12-07,Manchester,diabetes,4
2024-12-07,Manchester,prenatal,9
2024-12-07,Manchester,injury,8
2024-12-08,Saint Andrew,dengue_suspect,4
2024-12-08,Saint Andrew,hypertension,20
2024-12-08,Saint Andrew,diabetes,17
2024-12-08,Saint Andrew,prenatal,11
2024-12-08,Saint Andrew,injury,10
2024-12-08,Saint Catherine,dengue_suspect,0
2024-12-08,Saint Catherine,hypertension,20
2024-12-08,Saint Catherine,diabetes,15
2024-12-08,Saint Catherine,prenatal,13
2024-12-08,Saint Catherine,injury,12
2024-12-08,Saint James,dengue_suspect,0
2024-12-08,Saint James,hypertension,26
2024-12-08,Saint James,diabetes,11
2024-12-08,Saint James,prenatal,8
2024-12-08,Saint James,injury,7
2024-12-08,Kingston,dengue_suspect,3
2024-12-08,Kingston,hypertension,11
2024-12-08,Kingston,diabetes,9
2024-12-08,Kingston,prenatal,9
2024-12-08,Kingston,injury,10
2024-12-08,Manchester,dengue_suspect,1
2024-12-08,Manchester,hypertension,22
2024-12-08,Manchester,diabetes,11
2024-12-08,Manchester,prenatal,16
2024-12-08,Manchester,injury,9
2024-12-09,Saint Andrew,dengue_suspect,1
2024-12-09,Saint Andrew,hypertension,20
2024-12-09,Saint Andrew,diabetes,10
2024-12-09,Saint Andrew,prenatal,6
2024-12-09,Saint Andrew,injury,9
2024-12-09,Saint Catherine,dengue_suspect,0
2024-12-09,Saint Catherine,hypertension,24
2024-12-09,Saint Catherine,diabetes,13
2024-12-09,Saint Catherine,prenatal,7
2024-12-09,Saint Catherine,injury,5
2024-12-09,Saint James,dengue_suspect,3
2024-12-09,Saint James,hypertension,16
2024-12-09,Saint James,diabetes,12
2024-12-09,Saint James,prenatal,11
2024-12-09,Saint James,injury,9
2024-12-09,Kingston,dengue_suspect,4
2024-12-09,Kingston,hypertension,9
2024-12-09,Kingston,diabetes,13
2024-12-09,Kingston,prenatal,9
2024-12-09,Kingston,injury,11
2024-12-09,Manchester,dengue_suspect,2
2024-12-09,Manchester,hypertension,20
2024-12-09,Manchester,diabetes,10
2024-12-09,Manchester,prenatal,7
2024-12-09,Manchester,injury,11
2024-12-10,Saint Andrew,dengue_suspect,7
2024-12-10,Saint Andrew,hypertension,22
2024-12-10,Saint Andrew,diabetes,13
2024-12-10,Saint Andrew,prenatal,6
2024-12-10,Saint Andrew,injury,15
2024-12-10,Saint Catherine,dengue_suspect,2
2024-12-10,Saint Catherine,hypertension,20
2024-12-10,Saint Catherine,diabetes,16
2024-12-10,Saint Catherine,prenatal,10
2024-12-10,Saint Catherine,injury,8
2024-12-10,Saint James,dengue_suspect,1
2024-12-10,Saint James,hypertension,13
2024-12-10,Saint James,diabetes,13
2024-12-10,Saint James,prenatal,7
2024-12-10,Saint James,injury,6
2024-12-10,Kingston,dengue_suspect,0
2024-12-10,Kingston,hypertension,18
2024-12-10,Kingston,diabetes,13
2024-12-10,Kingston,prenatal,8
2024-12-10,Kingston,injury,13
2024-12-10,Manchester,dengue_suspect,3
2024-12-10,Manchester,hypertension,13
2024-12-10,Manchester,diabetes,14
2024-12-10,Manchester,prenatal,6
2024-12-10,Manchester,injury,11
2024-12-11,Saint Andrew,dengue_suspect,2
2024-12-11,Saint Andrew,hypertension,15
2024-12-11,Saint Andrew,diabetes,12
2024-12-11,Saint Andrew,prenatal,9
2024-12-11,Saint Andrew,injury,11
2024-12-11,Saint Catherine,dengue_suspect,3
2024-12-11,Saint Catherine,hypertension,20
2024-12-11,Saint Catherine,diabetes,11
2024-12-11,Saint Catherine,prenatal,6
2024-12-11,Saint Catherine,injury,6
2024-12-11,Saint James,dengue_suspect,2
2024-12-11,Saint James,hypertension,12
2024-12-11,Saint James,diabetes,12
2024-12-11,Saint James,prenatal,7
2024-12-11,Saint James,injury,10
2024-12-11,Kingston,dengue_suspect,2
2024-12-11,Kingston,hypertension,29
2024-12-11,Kingston,diabetes,18
2024-12-11,Kingston,prenatal,5
2024-12-11,Kingston,injury,11
2024-12-11,Manchester,dengue_suspect,1
2024-12-11,Manchester,hypertension,22
2024-12-11,Manchester,diabetes,11
2024-12-11,Manchester,prenatal,12
2024-12-11,Manchester,injury,5
2024-12-12,Saint Andrew,dengue_suspect,4
2024-12-12,Saint Andrew,hypertension,21
2024-12-12,Saint Andrew,diabetes,12
2024-12-12,Saint Andrew,prenatal,3
2024-12-12,Saint Andrew,injury,7
2024-12-12,Saint Catherine,dengue_suspect,3
2024-12-12,Saint Catherine,hypertension,20
2024-12-12,Saint Catherine,diabetes,13
2024-12-12,Saint Catherine,prenatal,5
2024-12-12,Saint Catherine,injury,14
2024-12-12,Saint James,dengue_suspect,1
2024-12-12,Saint James,hypertension,15
2024-12-12,Saint James,diabetes,17
2024-12-12,Saint James,prenatal,9
2024-12-12,Saint James,injury,6
2024-12-12,Kingston,dengue_suspect,2
2024-12-12,Kingston,hypertension,13
2024-12-12,Kingston,diabetes,13
2024-12-12,Kingston,prenatal,7
2024-12-12,Kingston,injury,13
2024-12-12,Manchester,dengue_suspect,4
2024-12-12,Manchester,hypertension,16
2024-12-12,Manchester,diabetes,11
2024-12-12,Manchester,prenatal,10
2024-12-12,Manchester,injury,8
2024-12-13,Saint Andrew,dengue_suspect,2
2024-12-13,Saint Andrew,hypertension,17
2024-12-13,Saint Andrew,diabetes,19
2024-12-13,Saint Andrew,prenatal,9
2024-12-13,Saint Andrew,injury,14
2024-12-13,Saint Catherine,dengue_suspect,1
2024-12-13,Saint Catherine,hypertension,17
2024-12-13,Saint Catherine,diabetes,8
2024-12-13,Saint Catherine,prenatal,9
2024-12-13,Saint Catherine,injury,17
2024-12-13,Saint James,dengue_suspect,4
2024-12-13,Saint James,hypertension,16
2024-12-13,Saint James,diabetes,11
2024-12-13,Saint James,prenatal,9
2024-12-13,Saint James,injury,8
2024-12-13,Kingston,dengue_suspect,1
2024-12-13,Kingston,hypertension,20
2024-12-13,Kingston,diabetes,19
2024-12-13,Kingston,prenatal,12
2024-12-13,Kingston,injury,16
2024-12-13,Manchester,dengue_suspect,2
2024-12-13,Manchester,hypertension,19
2024-12-13,Manchester,diabetes,15
2024-12-13,Manchester,prenatal,5
2024-12-13,Manchester,injury,12
2024-12-14,Saint Andrew,dengue_suspect,0
2024-12-14,Saint Andrew,hypertension,18
2024-12-14,Saint Andrew,diabetes,13
2024-12-14,Saint Andrew,prenatal,11
2024-12-14,Saint Andrew,injury,14
2024-12-14,Saint Catherine,dengue_suspect,2
2024-12-14,Saint Catherine,hypertension,25
2024-12-14,Saint Catherine,diabetes,9
2024-12-14,Saint Catherine,prenatal,12
2024-12-14,Saint Catherine,injury,11
2024-12-14,Saint James,dengue_suspect,1
2024-12-14,Saint James,hypertension,19
2024-12-14,Saint James,diabetes,14
2024-12-14,Saint James,prenatal,14
2024-12-14,Saint James,injury,7
2024-12-14,Kingston,dengue_suspect,7
2024-12-14,Kingston,hypertension,23
2024-12-14,Kingston,diabetes,12
2024-12-14,Kingston,prenatal,4
2024-12-14,Kingston,injury,9
2024-12-14,Manchester,dengue_suspect,4
2024-12-14,Manchester,hypertension,16
2024-12-14,Manchester,diabetes,14
2024-12-14,Manchester,prenatal,6
2024-12-14,Manchester,injury,10
2024-12-15,Saint Andrew,dengue_suspect,1
2024-12-15,Saint Andrew,hypertension,16
2024-12-15,Saint Andrew,diabetes,10
2024-12-15,Saint Andrew,prenatal,5
2024-12-15,Saint Andrew,injury,11
2024-12-15,Saint Catherine,dengue_suspect,1
2024-12-15,Saint Catherine,hypertension,19
2024-12-15,Saint Catherine,diabetes,18
2024-12-15,Saint Catherine,prenatal,11
2024-12-15,Saint Catherine,injury,5
2024-12-15,Saint James,dengue_suspect,1
2024-12-15,Saint James,hypertension,10
2024-12-15,Saint James,diabetes,17
2024-12-15,Saint James,prenatal,4
2024-12-15,Saint James,injury,9
2024-12-15,Kingston,dengue_suspect,1
2024-12-15,Kingston,hypertension,14
2024-12-15,Kingston,diabetes,20
2024-12-15,Kingston,prenatal,5
2024-12-15,Kingston,injury,15
2024-12-15,Manchester,dengue_suspect,1
2024-12-15,Manchester,hypertension,9
2024-12-15,Manchester,diabetes,12
2024-12-15,Manchester,prenatal,9
2024-12-15,Manchester,injury,8
2024-12-16,Saint Andrew,dengue_suspect,1
2024-12-16,Saint Andrew,hypertension,23
2024-12-16,Saint Andrew,diabetes,11
2024-12-16,Saint Andrew,prenatal,12
2024-12-16,Saint Andrew,injury,7
2024-12-16,Saint Catherine,dengue_suspect,1
2024-12-16,Saint Catherine,hypertension,16
2024-12-16,Saint Catherine,diabetes,14
2024-12-16,Saint Catherine,prenatal,8
2024-12-16,Saint Catherine,injury,9
2024-12-16,Saint James,dengue_suspect,3
2024-12-16,Saint James,hypertension,23
2024-12-16,Saint James,diabetes,10
2024-12-16,Saint James,prenatal,8
2024-12-16,Saint James,injury,8
2024-12-16,Kingston,dengue_suspect,1
2024-12-16,Kingston,hypertension,18
2024-12-16,Kingston,diabetes,17
2024-12-16,Kingston,prenatal,11
2024-12-16,Kingston,injury,9
2024-12-16,Manchester,dengue_suspect,0
2024-12-16,Manchester,hypertension,18
2024-12-16,Manchester,diabetes,14
2024-12-16,Manchester,prenatal,8
2024-12-16,Manchester,injury,11
2024-12-17,Saint Andrew,dengue_suspect,2
2024-12-17,Saint Andrew,hypertension,19
2024-12-17,Saint Andrew,diabetes,17
2024-12-17,Saint Andrew,prenatal,6
2024-12-17,Saint Andrew,injury,11
2024-12-17,Saint Catherine,dengue_suspect,3
2024-12-17,Saint Catherine,hypertension,20
2024-12-17,Saint Catherine,diabetes,14
2024-12-17,Saint Catherine,prenatal,3
2024-12-17,Saint Catherine,injury,4
2024-12-17,Saint James,dengue_suspect,1
2024-12-17,Saint James,hypertension,12
2024-12-17,Saint James,diabetes,15
2024-12-17,Saint James,prenatal,6
2024-12-17,Saint James,injury,12
2024-12-17,Kingston,dengue_suspect,1
2024-12-17,Kingston,hypertension,13
2024-12-17,Kingston,diabetes,20
2024-12-17,Kingston,prenatal,12
2024-12-17,Kingston,injury,13
2024-12-17,Manchester,dengue_suspect,2
2024-12-17,Manchester,hypertension,19
2024-12-17,Manchester,diabetes,13
2024-12-17,Manchester,prenatal,9
2024-12-17,Manchester,injury,7
2024-12-18,Saint Andrew,dengue_suspect,1
2024-12-18,Saint Andrew,hypertension,15
2024-12-18,Saint Andrew,diabetes,18
2024-12-18,Saint Andrew,prenatal,11
2024-12-18,Saint Andrew,injury,13
2024-12-18,Saint Catherine,dengue_suspect,1
2024-12-18,Saint Catherine,hypertension,17
2024-12-18,Saint Catherine,diabetes,11
2024-12-18,Saint Catherine,prenatal,7
2024-12-18,Saint Catherine,injury,3
2024-12-18,Saint James,dengue_suspect,2
2024-12-18,Saint James,hypertension,18
2024-12-18,Saint James,diabetes,17
2024-12-18,Saint James,prenatal,4
2024-12-18,Saint James,injury,10
2024-12-18,Kingston,dengue_suspect,4
2024-12-18,Kingston,hypertension,21
2024-12-18,Kingston,diabetes,9
2024-12-18,Kingston,prenatal,10
2024-12-18,Kingston,injury,9
2024-12-18,Manchester,dengue_suspect,5
2024-12-18,Manchester,hypertension,25
2024-12-18,Manchester,diabetes,9
2024-12-18,Manchester,prenatal,7
2024-12-18,Manchester,injury,8
2024-12-19,Saint Andrew,dengue_suspect,3
2024-12-19,Saint Andrew,hypertension,20
2024-12-19,Saint Andrew,diabetes,10
2024-12-19,Saint Andrew,prenatal,5
2024-12-19,Saint Andrew,injury,11
2024-12-19,Saint Catherine,dengue_suspect,1
2024-12-19,Saint Catherine,hypertension,24
2024-12-19,Saint Catherine,diabetes,13
2024-12-19,Saint Catherine,prenatal,5
2024-12-19,Saint Catherine,injury,7
2024-12-19,Saint James,dengue_suspect,1
2024-12-19,Saint James,hypertension,19
2024-12-19,Saint James,diabetes,12
2024-12-19,Saint James,prenatal,7
2024-12-19,Saint James,injury,19
2024-12-19,Kingston,dengue_suspect,1
2024-12-19,Kingston,hypertension,11
2024-12-19,Kingston,diabetes,12
2024-12-19,Kingston,prenatal,8
2024-12-19,Kingston,injury,11
2024-12-19,Manchester,dengue_suspect,5
2024-12-19,Manchester,hypertension,17
2024-12-19,Manchester,diabetes,16
2024-12-19,Manchester,prenatal,4
2024-12-19,Manchester,injury,8
2024-12-20,Saint Andrew,dengue_suspect,0
2024-12-20,Saint Andrew,hypertension,16
2024-12-20,Saint Andrew,diabetes,7
2024-12-20,Saint Andrew,prenatal,10
2024-12-20,Saint Andrew,injury,6
2024-12-20,Saint Catherine,dengue_suspect,1
2024-12-20,Saint Catherine,hypertension,20
2024-12-20,Saint Catherine,diabetes,12
2024-12-20,Saint Catherine,prenatal,10
2024-12-20,Saint Catherine,injury,4
2024-12-20,Saint James,dengue_suspect,0
2024-12-20,Saint James,hypertension,20
2024-12-20,Saint James,diabetes,12
2024-12-20,Saint James,prenatal,10
2024-12-20,Saint James,injury,12
2024-12-20,Kingston,dengue_suspect,0
2024-12-20,Kingston,hypertension,15
2024-12-20,Kingston,diabetes,15
2024-12-20,Kingston,prenatal,11
2024-12-20,Kingston,injury,13
2024-12-20,Manchester,dengue_suspect,3
2024-12-20,Manchester,hypertension,22
2024-12-20,Manchester,diabetes,9
2024-12-20,Manchester,prenatal,7
2024-12-20,Manchester,injury,10
2024-12-21,Saint Andrew,dengue_suspect,3
2024-12-21,Saint Andrew,hypertension,15
2024-12-21,Saint Andrew,diabetes,12
2024-12-21,Saint Andrew,prenatal,4
2024-12-21,Saint Andrew,injury,6
2024-12-21,Saint Catherine,dengue_suspect,3
2024-12-21,Saint Catherine,hypertension,22
2024-12-21,Saint Catherine,diabetes,7
2024-12-21,Saint Catherine,prenatal,8
2024-12-21,Saint Catherine,injury,9
2024-12-21,Saint James,dengue_suspect,2
2024-12-21,Saint James,hypertension,19
2024-12-21,Saint James,diabetes,9
2024-12-21,Saint James,prenatal,7
2024-12-21,Saint James,injury,8
2024-12-21,Kingston,dengue_suspect,4
2024-12-21,Kingston,hypertension,26
2024-12-21,Kingston,diabetes,13
2024-12-21,Kingston,prenatal,3
2024-12-21,Kingston,injury,7
2024-12-21,Manchester,dengue_suspect,1
2024-12-21,Manchester,hypertension,14
2024-12-21,Manchester,diabetes,13
2024-12-21,Manchester,prenatal,13
2024-12-21,Manchester,injury,7
2024-12-22,Saint Andrew,dengue_suspect,0
2024-12-22,Saint Andrew,hypertension,20
2024-12-22,Saint Andrew,diabetes,9
2024-12-22,Saint Andrew,prenatal,3
2024-12-22,Saint Andrew,injury,10
2024-12-22,Saint Catherine,dengue_suspect,1
2024-12-22,Saint Catherine,hypertension,10
2024-12-22,Saint Catherine,diabetes,12
2024-12-22,Saint Catherine,prenatal,13
2024-12-22,Saint Catherine,injury,9
2024-12-22,Saint James,dengue_suspect,7
2024-12-22,Saint James,hypertension,18
2024-12-22,Saint James,diabetes,17
2024-12-22,Saint James,prenatal,12
2024-12-22,Saint James,injury,5
2024-12-22,Kingston,dengue_suspect,2
2024-12-22,Kingston,hypertension,19
2024-12-22,Kingston,diabetes,11
2024-12-22,Kingston,prenatal,4
2024-12-22,Kingston,injury,13
2024-12-22,Manchester,dengue_suspect,0
2024-12-22,Manchester,hypertension,22
2024-12-22,Manchester,diabetes,8
2024-12-22,Manchester,prenatal,2
2024-12-22,Manchester,injury,14
2024-12-23,Saint Andrew,dengue_suspect,0
2024-12-23,Saint Andrew,hypertension,19
2024-12-23,Saint Andrew,diabetes,20
2024-12-23,Saint Andrew,prenatal,6
2024-12-23,Saint Andrew,injury,6
2024-12-23,Saint Catherine,dengue_suspect,5
2024-12-23,Saint Catherine,hypertension,20
2024-12-23,Saint Catherine,diabetes,13
2024-12-23,Saint Catherine,prenatal,6
2024-12-23,Saint Catherine,injury,15
2024-12-23,Saint James,dengue_suspect,2
2024-12-23,Saint James,hypertension,23
2024-12-23,Saint James,diabetes,23
2024-12-23,Saint James,prenatal,5
2024-12-23,Saint James,injury,9
2024-12-23,Kingston,dengue_suspect,0
2024-12-23,Kingston,hypertension,22
2024-12-23,Kingston,diabetes,13
2024-12-23,Kingston,prenatal,8
2024-12-23,Kingston,injury,7
2024-12-23,Manchester,dengue_suspect,2
2024-12-23,Manchester,hypertension,13
2024-12-23,Manchester,diabetes,12
2024-12-23,Manchester,prenatal,7
2024-12-23,Manchester,injury,15
2024-12-24,Saint Andrew,dengue_suspect,3
2024-12-24,Saint Andrew,hypertension,12
2024-12-24,Saint Andrew,diabetes,20
2024-12-24,Saint Andrew,prenatal,10
2024-12-24,Saint Andrew,injury,9
2024-12-24,Saint Catherine,dengue_suspect,1
2024-12-24,Saint Catherine,hypertension,24
2024-12-24,Saint Catherine,diabetes,12
2024-12-24,Saint Catherine,prenatal,8
2024-12-24,Saint Catherine,injury,9
2024-12-24,Saint James,dengue_suspect,2
2024-12-24,Saint James,hypertension,18
2024-12-24,Saint James,diabetes,15
2024-12-24,Saint James,prenatal,7
2024-12-24,Saint James,injury,7
2024-12-24,Kingston,dengue_suspect,1
2024-12-24,Kingston,hypertension,12
2024-12-24,Kingston,diabetes,13
2024-12-24,Kingston,prenatal,4
2024-12-24,Kingston,injury,9
2024-12-24,Manchester,dengue_suspect,1
